month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
8,25,11,19,26,1015,1,0.89,0,0,81
8,25,12,18,27,1015,1,2.68,0,0,77
8,25,13,17,28,1014,1,3.57,0,0,82
8,25,14,19,29,1014,0,1.79,0,0,75
8,25,15,18,30,1014,0,3.58,0,0,97
8,25,16,17,29,1013,0,5.37,0,0,73
8,25,17,16,29,1013,0,8.5,0,0,71
8,25,18,18,27,1013,0,10.29,0,0,70
8,25,19,18,25,1014,0,11.18,0,0,81
8,25,20,19,23,1014,1,0.89,0,0,90
8,25,21,19,22,1015,1,1.78,0,0,132
8,25,22,19,21,1015,1,2.67,0,0,184
8,25,23,18,21,1015,0,0.89,0,0,115
8,26,0,19,21,1015,3,1.79,0,0,122
8,26,1,18,20,1015,1,0.89,0,0,124
8,26,2,18,20,1015,2,0.89,0,0,133
8,26,3,17,19,1014,2,2.68,0,0,98
8,26,4,17,19,1014,2,4.47,0,0,70
8,26,5,16,19,1015,2,7.6,0,0,62
8,26,6,17,19,1015,2,12.52,0,0,81
8,26,7,17,21,1015,2,15.65,0,0,81
8,26,8,17,23,1016,2,19.67,0,0,71
8,26,9,18,26,1016,2,24.59,0,0,57
8,26,10,17,27,1016,2,29.51,0,0,60
8,26,11,16,29,1016,3,4.02,0,0,44
8,26,12,16,29,1015,2,4.02,0,0,42
8,26,13,18,31,1014,1,0.89,0,0,31
8,26,14,16,31,1014,3,3.13,0,0,41
8,26,15,16,31,1013,3,4.92,0,0,27
8,26,16,18,32,1013,1,0.89,0,0,33
8,26,17,19,30,1012,0,1.79,0,0,35
8,26,18,19,29,1012,0,2.68,0,0,45
8,26,19,20,26,1012,0,4.47,0,0,102
8,26,20,16,25,1013,2,3.13,0,0,101
8,26,21,14,26,1014,2,6.26,0,0,26
8,26,22,14,24,1014,2,9.39,0,0,22
8,26,23,15,24,1014,2,13.41,0,0,25
8,27,0,15,23,1014,2,16.54,0,0,33
8,27,1,15,22,1014,2,19.67,0,0,33
8,27,2,15,22,1013,2,21.46,0,0,36
8,27,3,15,22,1013,2,24.59,0,0,33
8,27,4,16,19,1013,2,27.72,0,0,43
8,27,5,16,21,1013,2,31.74,0,0,46
8,27,6,16,19,1013,2,34.87,0,0,35
8,27,7,16,21,1013,2,38,0,0,42
8,27,8,17,22,1014,2,41.13,0,0,64
8,27,9,16,23,1014,2,42.92,0,0,41
8,27,10,18,25,1014,2,46.05,0,0,40
8,27,11,15,28,1014,3,4.92,0,0,46
8,27,12,14,29,1013,3,9.84,0,0,35
8,27,13,15,29,1013,3,12.97,0,0,26
8,27,14,14,29,1012,1,0.89,0,0,31
8,27,15,13,30,1011,1,1.78,0,0,24
8,27,16,13,29,1011,1,2.67,0,0,17
8,27,17,15,29,1011,0,1.79,0,0,26
8,27,18,14,27,1011,0,3.58,0,0,30
8,27,19,15,26,1011,0,5.37,0,0,42
8,27,20,14,26,1011,0,8.5,0,0,59
8,27,21,15,26,1012,0,11.63,0,0,66
8,27,22,15,26,1012,2,1.79,0,0,54
8,27,23,17,23,1012,1,0.89,0,0,44
8,28,0,17,20,1012,1,1.78,0,0,44
8,28,1,17,21,1012,0,0.89,0,0,94
8,28,2,17,19,1011,3,0.89,0,0,127
8,28,3,17,19,1011,2,1.79,0,0,48
8,28,4,17,19,1011,2,3.58,0,0,69
8,28,5,17,19,1011,2,6.71,0,0,73
8,28,6,16,18,1011,2,9.84,0,0,51
8,28,7,17,21,1012,2,13.86,0,0,33
8,28,8,17,23,1012,2,17.88,0,0,47
8,28,9,16,25,1012,2,21.9,0,0,24
8,28,10,17,27,1012,2,25.92,0,0,37
8,28,11,17,28,1011,2,29.05,0,0,20
8,28,12,16,30,1010,2,30.84,0,0,24
8,28,13,14,31,1009,0,1.79,0,0,17
8,28,14,14,32,1009,1,0.89,0,0,22
8,28,15,14,31,1008,0,1.79,0,0,16
8,28,16,13,31,1008,0,4.92,0,0,11
8,28,17,16,30,1008,0,8.05,0,0,35
8,28,18,16,29,1008,0,11.18,0,0,42
8,28,19,17,27,1008,0,12.97,0,0,44
8,28,20,18,24,1009,0,14.76,0,0,55
8,28,21,18,23,1010,0,15.65,0,0,49
8,28,22,19,24,1010,0,19.67,0,0,65
8,28,23,20,23,1010,0,21.46,0,0,97
8,29,0,20,23,1010,0,23.25,0,0,132
8,29,1,19,21,1009,1,0.89,0,0,110
8,29,2,19,21,1009,2,0.89,0,0,136
8,29,3,20,21,1009,0,1.79,0,0,168
8,29,4,20,22,1009,0,3.58,0,0,157
8,29,5,20,21,1008,3,0.89,0,0,191
8,29,6,20,21,1009,1,0.89,0,0,160
8,29,7,19,21,1009,2,1.79,0,0,195
8,29,8,20,22,1009,2,4.92,0,0,135
8,29,9,19,25,1009,2,8.05,0,0,121
8,29,10,19,27,1008,0,1.79,0,0,102
8,29,11,20,29,1008,1,1.79,0,0,82
8,29,12,20,29,1007,0,1.79,0,0,98
8,29,13,19,31,1007,0,3.58,0,0,110
8,29,14,19,32,1006,0,5.37,0,0,138
8,29,15,18,32,1005,0,9.39,0,0,79
8,29,16,17,32,1005,0,14.31,0,0,60
8,29,17,17,31,1005,0,18.33,0,0,54
8,29,18,17,30,1005,0,22.35,0,0,62
8,29,19,18,28,1006,0,25.48,0,0,91
8,29,20,18,27,1007,0,28.61,0,0,99
8,29,21,19,25,1007,0,30.4,0,0,93
8,29,22,19,24,1007,0,32.19,0,0,88
8,29,23,19,22,1007,3,0.89,0,0,95
8,30,0,19,22,1007,3,2.68,0,0,102
8,30,1,19,22,1007,1,0.89,0,0,145
8,30,2,19,22,1007,3,0.89,0,0,107
8,30,3,19,21,1008,2,1.79,0,0,100
8,30,4,18,20,1008,3,1.79,0,0,103
8,30,5,18,20,1008,2,1.79,0,0,114
8,30,6,18,20,1008,2,3.58,0,0,130
8,30,7,19,21,1009,1,0.89,0,0,111
8,30,8,19,23,1009,3,1.79,0,0,77
8,30,9,19,26,1009,3,3.58,0,0,67
8,30,10,19,27,1009,3,6.71,0,0,95
8,30,11,18,29,1009,3,9.84,0,0,83
8,30,12,18,30,1008,1,0.45,0,0,54
8,30,13,20,30,1008,0,1.79,0,0,61
8,30,14,20,30,1008,1,0.89,0,0,77
8,30,15,20,30,1007,0,3.13,0,0,58
8,30,16,21,30,1007,0,6.26,0,0,88
8,30,17,22,29,1007,0,8.05,0,0,74
8,30,18,21,28,1006,0,9.84,0,0,70
8,30,19,22,27,1007,0,11.63,0,1,128
8,30,20,22,26,1007,0,13.42,0,0,217
8,30,21,22,26,1008,0,16.55,0,0,224
8,30,22,21,26,1008,0,18.34,0,0,176
8,30,23,21,26,1008,0,22.36,0,0,165
8,31,0,19,25,1009,2,4.02,0,1,116
8,31,1,21,23,1009,1,0.89,0,2,73
8,31,2,20,22,1009,1,1.78,0,0,60
8,31,3,19,21,1009,3,1.79,0,0,59
8,31,4,19,21,1010,1,0.89,0,0,45
8,31,5,18,20,1010,2,0.89,0,0,65
8,31,6,18,20,1010,2,2.68,0,0,72
8,31,7,19,21,1010,1,0.89,0,0,112
8,31,8,20,23,1010,1,2.68,0,0,105
8,31,9,19,25,1010,0,1.79,0,0,93
8,31,10,19,25,1011,0,4.92,0,0,81
8,31,11,19,25,1010,0,6.71,0,0,92
8,31,12,20,24,1010,0,9.84,0,0,102
8,31,13,20,26,1010,0,11.63,0,0,92
8,31,14,20,27,1010,0,13.42,0,0,89
8,31,15,20,27,1010,0,15.21,0,0,103
8,31,16,20,27,1010,0,17,0,0,80
8,31,17,19,27,1010,0,18.79,0,0,101
8,31,18,20,26,1010,3,1.79,0,0,95
8,31,19,20,24,1011,3,2.68,0,0,85
8,31,20,20,23,1011,0,0.89,0,0,89
8,31,21,20,23,1011,1,0.89,0,0,107
8,31,22,20,23,1011,3,1.79,0,0,115
8,31,23,20,23,1012,0,0.89,0,0,100
9,1,0,19,22,1012,1,0.89,0,0,99
9,1,1,20,22,1012,3,0.89,0,0,105
9,1,2,20,22,1012,2,0.89,0,0,108
9,1,3,21,22,1013,0,1.79,0,1,116
9,1,4,18,20,1012,3,4.02,0,2,95
9,1,5,18,20,1012,2,1.79,0,0,79
9,1,6,19,21,1013,1,0.89,0,1,82
9,1,7,20,21,1014,1,1.78,0,2,90
9,1,8,20,22,1014,2,3.13,0,0,78
9,1,9,19,22,1014,2,6.26,0,0,76
9,1,10,19,23,1015,2,11.18,0,0,44
9,1,11,19,24,1015,2,14.31,0,0,61
9,1,12,19,25,1014,2,17.44,0,0,52
9,1,13,19,25,1014,2,20.57,0,0,45
9,1,14,19,27,1014,2,23.7,0,0,55
9,1,15,19,27,1013,2,26.83,0,0,44
9,1,16,18,27,1013,2,29.96,0,0,55
9,1,17,19,26,1013,2,33.09,0,0,43
9,1,18,18,26,1013,2,37.11,0,0,37
9,1,19,19,24,1013,2,38.9,0,0,59
9,1,20,19,23,1014,3,0.89,0,0,59
9,1,21,18,24,1014,2,3.13,0,0,53
9,1,22,18,22,1014,1,0.89,0,0,73
9,1,23,18,21,1015,1,1.78,0,0,81
9,2,0,18,22,1015,0,1.79,0,0,82
9,2,1,18,21,1014,1,0.89,0,0,81
9,2,2,19,21,1014,2,1.79,0,0,105
9,2,3,18,21,1014,2,2.68,0,0,105
9,2,4,18,22,1014,2,5.81,0,0,85
9,2,5,18,21,1015,2,7.6,0,0,49
9,2,6,18,21,1015,2,10.73,0,0,45
9,2,7,18,22,1015,3,1.79,0,0,36
9,2,8,18,23,1016,2,3.13,0,0,46
9,2,9,18,24,1016,2,6.26,0,0,59
9,2,10,18,26,1016,2,9.39,0,0,51
9,2,11,18,26,1016,2,12.52,0,0,50
9,2,12,18,27,1016,2,14.31,0,0,39
9,2,13,18,28,1015,1,0.89,0,0,39
9,2,14,19,29,1014,1,2.68,0,0,46
9,2,15,18,29,1014,1,4.47,0,0,77
9,2,16,19,29,1014,0,1.79,0,0,104
9,2,17,20,28,1014,0,3.58,0,0,80
9,2,18,20,27,1014,0,4.47,0,0,112
9,2,19,21,25,1014,0,5.36,0,0,143
9,2,20,21,24,1015,0,6.25,0,0,191
9,2,21,21,23,1015,0,7.14,0,0,211
9,2,22,20,22,1015,0,8.03,0,0,224
9,2,23,20,22,1015,2,0.89,0,0,249
9,3,0,20,22,1015,3,0.89,0,0,254
9,3,1,20,22,1015,2,0.89,0,0,284
9,3,2,20,22,1015,2,1.78,0,0,228
9,3,3,20,22,1014,2,3.57,0,0,135
9,3,4,20,22,1014,2,4.46,0,0,94
9,3,5,20,22,1014,1,0.45,0,0,101
9,3,6,20,22,1014,1,1.34,0,1,93
9,3,7,20,22,1015,2,1.79,0,2,97
9,3,8,19,22,1015,2,6.71,0,3,100
9,3,9,18,22,1015,2,12.52,0,4,95
9,3,10,18,22,1015,2,16.54,0,5,56
9,3,11,18,23,1014,2,19.67,0,0,52
9,3,12,17,23,1014,2,23.69,0,1,52
9,3,13,18,25,1013,2,26.82,0,0,51
9,3,14,19,25,1013,3,1.79,0,0,46
9,3,15,19,26,1012,1,0.89,0,0,62
9,3,16,19,26,1012,1,1.78,0,0,70
9,3,17,18,26,1012,1,2.67,0,0,79
9,3,18,19,25,1012,3,1.79,0,0,90
9,3,19,20,23,1012,1,0.89,0,0,103
9,3,20,20,23,1013,1,1.34,0,0,103
9,3,21,19,22,1013,1,2.23,0,0,118
9,3,22,19,22,1012,1,3.12,0,0,142
9,3,23,18,21,1013,0,0.89,0,0,157
9,4,0,18,21,1013,0,1.78,0,0,155
9,4,1,18,20,1013,0,2.67,0,0,159
9,4,2,18,19,1012,3,1.79,0,0,82
9,4,3,17,19,1012,1,0.45,0,0,81
9,4,4,17,19,1013,0,0.89,0,0,105
9,4,5,17,19,1013,3,1.79,0,0,101
9,4,6,17,19,1013,2,0.89,0,0,93
9,4,7,18,20,1013,1,0.45,0,0,92
9,4,8,17,22,1013,2,1.79,0,0,81
9,4,9,17,24,1014,2,3.58,0,0,58
9,4,10,17,25,1014,2,5.37,0,0,72
9,4,11,16,26,1013,1,1.79,0,0,74
9,4,12,17,27,1013,1,2.68,0,0,81
9,4,13,15,28,1012,0,1.79,0,0,86
9,4,14,16,28,1012,1,1.79,0,0,77
9,4,15,16,28,1011,0,3.13,0,0,71
9,4,16,16,28,1011,0,6.26,0,0,78
9,4,17,17,27,1011,0,9.39,0,0,80
9,4,18,16,26,1011,0,11.18,0,0,88
9,4,19,16,24,1012,0,12.97,0,0,89
9,4,20,17,23,1012,0,14.76,0,0,93
9,4,21,16,23,1012,0,16.55,0,0,90
9,4,22,18,22,1012,1,0.89,0,0,135
9,4,23,18,21,1012,1,1.78,0,0,125
9,5,0,19,22,1012,0,1.79,0,0,112
9,5,1,19,21,1012,0,2.68,0,0,88
9,5,2,19,21,1012,1,0.89,0,0,92
9,5,3,19,20,1012,3,0.89,0,0,91
9,5,4,18,20,1012,1,0.89,0,0,103
9,5,5,18,20,1012,1,1.78,0,0,100
9,5,6,18,19,1012,1,2.67,0,0,91
9,5,7,19,20,1013,1,3.56,0,0,161
9,5,8,19,22,1013,1,4.45,0,0,185
9,5,9,19,23,1013,1,5.34,0,0,170
9,5,10,19,25,1013,1,6.23,0,0,146
9,5,11,19,26,1012,1,7.12,0,0,133
9,5,12,20,27,1011,1,8.91,0,0,125
9,5,13,19,28,1011,0,1.79,0,0,131
9,5,14,20,29,1010,1,1.79,0,0,123
9,5,15,20,29,1009,0,3.13,0,0,89
9,5,16,20,29,1008,0,6.26,0,0,96
9,5,17,19,29,1008,0,9.39,0,0,87
9,5,18,19,27,1008,0,11.18,0,0,95
9,5,19,20,26,1009,0,15.2,0,0,97
9,5,20,20,26,1010,0,19.22,0,0,117
9,5,21,19,25,1010,0,22.35,0,0,128
9,5,22,19,22,1010,0,24.14,0,0,144
9,5,23,20,22,1010,1,0.89,0,0,147
9,6,0,19,21,1010,1,1.78,0,0,129
9,6,1,19,21,1010,0,1.79,0,0,148
9,6,2,19,21,1010,1,0.89,0,0,163
9,6,3,18,20,1010,1,1.78,0,0,168
9,6,4,18,19,1010,3,0.89,0,0,152
9,6,5,19,20,1010,3,1.78,0,0,177
9,6,6,19,20,1011,1,0.45,0,0,182
9,6,7,20,21,1011,2,1.79,0,0,177
9,6,8,21,23,1011,1,0.89,0,0,151
9,6,9,20,25,1011,2,1.79,0,0,150
9,6,10,20,27,1011,3,3.13,0,0,131
9,6,11,19,28,1011,3,7.15,0,0,135
9,6,12,19,29,1010,2,1.79,0,0,117
9,6,13,18,30,1010,1,0.89,0,0,103
9,6,14,19,30,1009,0,1.79,0,0,103
9,6,15,20,30,1009,0,3.58,0,0,95
9,6,16,20,30,1009,0,5.37,0,0,99
9,6,17,21,30,1009,0,6.26,0,0,104
9,6,18,22,28,1009,0,7.15,0,0,128
9,6,19,21,26,1009,0,8.04,0,0,182
9,6,20,22,25,1010,0,8.93,0,0,224
9,6,21,22,25,1011,1,0.89,0,0,232
9,6,22,22,25,1011,3,0.89,0,0,216
9,6,23,22,24,1011,0,0.89,0,0,229
9,7,0,22,24,1011,3,1.79,0,0,226
9,7,1,22,24,1011,3,3.58,0,0,250
9,7,2,22,24,1011,2,0.89,0,0,278
9,7,3,21,24,1012,2,1.78,0,0,249
9,7,4,22,23,1012,1,0.89,0,0,201
9,7,5,21,24,1012,1,1.34,0,0,161
9,7,6,21,23,1012,0,0.89,0,0,203
9,7,7,21,24,1013,1,0.89,0,0,222
9,7,8,22,24,1013,1,1.78,0,0,226
9,7,9,21,25,1014,1,2.67,0,0,197
9,7,10,20,26,1014,3,1.79,0,0,210
9,7,11,17,27,1015,3,4.92,0,0,148
9,7,12,16,27,1015,3,8.94,0,0,56
9,7,13,14,27,1015,3,12.96,0,0,52
9,7,14,13,26,1014,3,16.98,0,0,38
9,7,15,14,26,1014,3,18.77,0,0,41
9,7,16,15,26,1014,0,1.79,0,0,48
9,7,17,17,26,1014,0,2.68,0,0,43
9,7,18,17,24,1014,0,4.47,0,0,54
9,7,19,17,22,1014,0,6.26,0,0,70
9,7,20,14,23,1015,0,8.05,0,0,58
9,7,21,17,21,1015,1,0.89,0,0,61
9,7,22,17,21,1015,1,1.78,0,0,64
9,7,23,15,20,1015,1,2.67,0,0,74
9,8,0,16,19,1016,1,3.12,0,0,103
9,8,1,16,18,1015,1,4.01,0,0,102
9,8,2,16,18,1015,1,4.46,0,0,61
9,8,3,16,17,1015,1,5.35,0,0,69
9,8,4,15,17,1015,3,0.89,0,0,81
9,8,5,15,17,1015,3,1.78,0,0,79
9,8,6,15,17,1016,0,0.89,0,0,129
9,8,7,17,18,1016,3,0.89,0,0,133
9,8,8,17,20,1017,3,1.78,0,0,96
9,8,9,17,21,1017,1,0.89,0,0,81
9,8,10,13,24,1017,0,4.02,0,0,58
9,8,11,10,25,1016,0,5.81,0,0,63
9,8,12,10,27,1015,1,3.13,0,0,67
9,8,13,10,27,1015,0,3.13,0,0,81
9,8,14,12,28,1014,0,6.26,0,0,113
9,8,15,12,28,1013,0,9.39,0,0,97
9,8,16,11,26,1013,0,12.52,0,0,97
9,8,17,12,26,1013,0,15.65,0,0,111
9,8,18,13,25,1013,0,17.44,0,0,102
9,8,19,15,22,1013,0,19.23,0,0,100
9,8,20,15,22,1014,1,0.89,0,0,123
9,8,21,15,22,1014,0,1.79,0,0,125
9,8,22,14,23,1014,0,5.81,0,0,128
9,8,23,16,20,1014,0,6.7,0,0,118
9,9,0,16,19,1014,0,8.49,0,0,115
9,9,1,16,19,1014,0,10.28,0,0,140
9,9,2,15,18,1013,0,12.07,0,0,142
9,9,3,14,18,1013,0,13.86,0,0,122
9,9,4,14,18,1013,1,0.89,0,0,109
9,9,5,14,17,1013,1,1.78,0,0,159
9,9,6,15,17,1013,0,0.89,0,0,154
9,9,7,15,18,1014,3,0.89,0,0,213
9,9,8,15,19,1013,1,0.89,0,0,216
9,9,9,15,21,1013,1,1.78,0,0,227
9,9,10,15,23,1013,0,1.79,0,0,210
9,9,11,15,24,1012,1,0.89,0,0,220
9,9,12,16,26,1012,1,2.68,0,0,216
9,9,13,16,26,1011,0,3.13,0,0,211
9,9,14,17,26,1010,0,7.15,0,0,204
9,9,15,16,27,1009,0,12.07,0,0,122
9,9,16,16,27,1009,0,16.99,0,0,121
9,9,17,16,26,1009,0,21.01,0,0,85
9,9,18,17,25,1009,0,25.03,0,0,114
9,9,19,17,23,1009,0,28.16,0,0,152
9,9,20,16,22,1010,0,29.95,0,0,131
9,9,21,17,21,1010,0,31.74,0,0,144
9,9,22,17,21,1010,0,34.87,0,0,147
9,9,23,16,21,1009,0,36.66,0,0,160
9,10,0,17,20,1009,0,38.45,0,0,175
9,10,1,16,19,1009,3,1.79,0,0,176
9,10,2,16,19,1009,3,2.68,0,0,193
9,10,3,16,18,1009,0,0.89,0,0,200
9,10,4,16,18,1009,1,0.89,0,0,189
9,10,5,15,16,1009,2,0.89,0,0,108
9,10,6,15,16,1009,1,0.89,0,0,50
9,10,7,16,18,1009,3,0.89,0,0,73
9,10,8,12,23,1009,2,4.02,0,0,57
9,10,9,10,25,1010,2,9.83,0,0,57
9,10,10,9,27,1009,2,14.75,0,0,45
9,10,11,9,27,1009,2,18.77,0,0,62
9,10,12,8,29,1008,2,23.69,0,0,62
9,10,13,8,29,1007,2,28.61,0,0,24
9,10,14,8,30,1007,2,33.53,0,0,24
9,10,15,8,30,1006,2,38.45,0,0,27
9,10,16,9,30,1006,2,43.37,0,0,38
9,10,17,8,30,1006,2,48.29,0,0,39
9,10,18,9,29,1006,2,53.21,0,0,27
9,10,19,10,25,1006,2,55,0,0,66
9,10,20,13,22,1007,3,0.89,0,0,111
9,10,21,16,20,1008,1,0.45,0,0,198
9,10,22,13,21,1008,2,1.79,0,0,181
9,10,23,12,20,1009,2,4.92,0,0,212
9,11,0,12,20,1009,2,6.71,0,0,174
9,11,1,11,22,1009,2,9.84,0,0,170
9,11,2,12,18,1009,2,12.97,0,0,133
9,11,3,12,17,1009,2,16.1,0,0,50
9,11,4,12,17,1009,2,17.89,0,0,28
9,11,5,12,16,1009,3,0.89,0,0,18
9,11,22,16,21,1010,0,15.65,0,0,76
9,11,23,16,21,1010,1,0.89,0,0,72
9,12,0,15,19,1010,3,0.89,0,0,72
9,12,1,16,20,1010,0,0.89,0,0,207
9,12,2,15,19,1010,2,0.89,0,0,240
9,12,3,16,18,1010,2,1.78,0,0,221
9,12,4,16,18,1010,2,2.67,0,0,164
9,12,5,15,17,1011,2,3.56,0,0,98
9,12,6,15,17,1011,3,0.89,0,0,69
9,12,7,17,19,1012,2,1.79,0,0,96
9,12,8,16,22,1012,2,3.58,0,0,119
9,12,9,14,25,1012,3,3.13,0,0,110
9,12,10,14,27,1012,3,4.92,0,0,107
9,12,11,13,29,1012,3,6.71,0,0,91
9,12,12,13,31,1011,1,0.89,0,0,71
9,12,13,12,32,1011,1,1.78,0,0,69
9,12,14,12,33,1010,0,1.79,0,0,85
9,12,15,13,33,1009,0,4.92,0,0,87
9,12,16,13,33,1009,0,6.71,0,0,103
9,12,17,15,31,1009,0,9.84,0,0,115
9,12,18,16,28,1009,0,11.63,0,0,123
9,12,19,14,28,1009,0,15.65,0,0,123
9,12,20,15,25,1010,0,17.44,0,0,132
9,12,21,15,24,1010,0,19.23,0,0,120
9,12,22,16,23,1011,0,21.02,0,0,132
9,12,23,16,21,1011,3,1.79,0,0,155
9,13,0,17,20,1011,1,0.89,0,0,142
9,13,1,17,21,1011,1,1.78,0,0,155
9,13,2,17,20,1012,1,2.67,0,0,218
9,13,3,17,19,1012,2,0.89,0,0,261
9,13,4,17,19,1012,2,1.78,0,0,269
9,13,5,16,18,1012,1,0.89,0,0,206
9,13,6,16,18,1012,2,1.79,0,0,117
9,13,7,17,19,1013,2,4.92,0,0,111
9,13,8,17,23,1013,2,6.71,0,0,114
9,13,9,17,26,1013,1,0.89,0,0,120
9,13,10,17,27,1013,1,1.78,0,0,134
9,13,11,16,30,1013,1,2.67,0,0,131
9,13,12,16,30,1012,1,3.56,0,0,141
9,13,13,17,32,1011,1,5.35,0,0,141
9,13,14,16,33,1011,1,7.14,0,0,159
9,13,15,15,34,1010,0,3.13,0,0,129
9,13,16,16,33,1010,0,4.92,0,0,150
9,13,17,15,32,1010,0,8.94,0,0,124
9,13,18,15,30,1010,0,12.96,0,0,121
9,13,19,15,29,1010,0,16.98,0,0,138
9,13,20,16,27,1011,0,21,0,0,139
9,13,21,17,24,1012,0,21.89,0,0,180
9,13,22,18,23,1012,0,23.68,0,0,167
9,13,23,18,20,1012,3,1.79,0,0,191
9,14,0,18,21,1012,1,0.89,0,0,209
9,14,1,18,20,1013,1,1.78,0,0,275
9,14,2,17,19,1013,1,2.67,0,0,277
9,14,3,17,19,1013,2,0.89,0,0,310
9,14,4,17,19,1013,2,2.68,0,0,242
9,14,5,16,18,1013,2,4.47,0,0,206
9,14,6,17,18,1014,2,6.26,0,0,136
9,14,7,17,20,1014,2,8.05,0,0,166
9,14,8,18,23,1014,2,11.18,0,0,175
9,14,9,17,26,1014,2,14.31,0,0,160
9,14,10,17,28,1015,2,16.1,0,0,179
9,14,11,17,30,1014,1,1.79,0,0,182
9,14,12,17,31,1014,1,3.58,0,0,177
9,14,13,15,32,1013,0,1.79,0,0,183
9,14,14,15,33,1012,0,3.58,0,0,153
9,14,15,14,32,1012,0,5.37,0,0,128
9,14,16,13,32,1012,0,9.39,0,0,165
9,14,17,15,31,1012,0,12.52,0,0,166
9,14,18,16,29,1012,0,14.31,0,0,152
9,14,19,17,26,1012,0,15.2,0,0,169
9,14,20,18,24,1012,0,16.99,0,0,212
9,14,21,18,23,1013,0,18.78,0,0,225
9,14,22,18,22,1013,0,19.67,0,0,227
9,14,23,19,22,1013,1,0.89,0,0,225
9,15,0,19,22,1013,0,0.89,0,0,321
9,15,1,19,21,1013,1,0.89,0,0,358
9,15,2,19,21,1012,0,0.89,0,0,360
9,15,3,18,21,1012,3,0.89,0,0,411
9,15,4,18,21,1012,3,1.78,0,0,374
9,15,5,18,20,1012,1,0.89,0,0,414
9,15,6,18,20,1013,1,1.34,0,0,349
9,15,7,18,20,1013,1,2.23,0,0,298
9,15,8,19,22,1013,1,3.12,0,0,334
9,15,9,20,24,1013,1,4.01,0,0,333
9,15,10,20,26,1013,0,1.79,0,0,455
9,15,11,20,27,1012,0,3.58,0,0,440
9,15,12,20,29,1011,0,7.6,0,0,313
9,15,13,19,30,1010,0,13.41,0,0,215
9,15,14,19,30,1010,0,18.33,0,0,190
9,15,15,19,30,1009,0,23.25,0,0,236
9,15,16,19,29,1009,0,29.06,0,0,187
9,15,17,19,29,1009,0,33.98,0,0,211
9,15,18,19,28,1009,0,38,0,0,196
9,15,19,20,27,1010,0,41.13,0,0,240
9,15,20,21,26,1010,0,42.92,0,0,281
9,15,21,21,25,1010,0,46.05,0,0,297
9,15,22,21,26,1010,0,50.07,0,0,293
9,15,23,21,27,1010,0,54.09,0,0,254
9,16,0,21,26,1010,0,55.88,0,0,203
9,16,1,21,25,1010,0,59.01,0,1,186
9,16,2,21,24,1010,0,60.8,0,2,205
9,16,3,21,24,1010,0,62.59,0,0,200
9,16,4,21,24,1010,0,64.38,0,1,181
9,16,5,21,24,1010,0,66.17,0,2,176
9,16,6,21,23,1010,0,67.96,0,0,188
9,16,7,21,23,1011,0,68.85,0,1,181
9,16,8,21,24,1011,0,70.64,0,0,219
9,16,9,21,24,1011,0,72.43,0,0,226
9,16,10,20,24,1012,0,74.22,0,0,238
9,16,11,20,25,1011,0,77.35,0,0,247
9,16,12,20,25,1011,0,79.14,0,0,225
9,16,13,20,25,1011,0,82.27,0,0,244
9,16,14,20,25,1010,0,84.06,0,0,199
9,16,15,20,25,1010,0,85.85,0,0,157
9,16,16,20,25,1009,0,88.98,0,1,194
9,16,17,19,24,1009,0,93,0,2,262
9,16,18,19,21,1010,0,97.02,0,3,224
9,16,19,18,21,1010,0,102.83,0,0,174
9,16,20,18,21,1011,0,108.64,0,0,170
9,16,21,18,20,1011,0,115.79,0,1,153
9,16,22,18,20,1011,0,119.81,0,2,104
9,16,23,17,20,1010,0,124.73,0,3,136
9,17,0,17,19,1010,0,129.65,0,4,117
9,17,1,17,18,1010,0,132.78,0,5,94
9,17,2,16,18,1010,0,137.7,0,6,112
9,17,3,16,18,1010,0,139.49,0,7,71
9,17,4,16,17,1010,0,142.62,0,8,89
9,17,5,15,17,1010,0,144.41,0,9,84
9,17,6,16,17,1011,3,1.79,0,10,70
9,17,7,16,17,1011,1,0.89,0,11,61
9,17,8,16,18,1012,0,1.79,0,12,53
9,17,9,17,18,1012,1,0.89,0,13,34
9,17,10,16,17,1013,3,3.13,0,14,26
9,17,11,15,16,1013,3,6.26,0,15,43
9,17,12,15,16,1013,3,9.39,0,16,21
9,17,13,14,16,1013,3,12.52,0,17,13
9,17,14,14,15,1013,3,16.54,0,18,24
9,17,15,14,15,1013,3,19.67,0,19,33
9,17,16,14,15,1014,3,21.46,0,20,9
9,17,17,13,15,1014,0,1.79,0,21,26
9,17,18,13,14,1014,3,1.79,0,22,30
9,17,19,13,14,1014,1,0.89,0,23,14
9,17,20,13,14,1015,1,1.78,0,24,12
9,17,21,13,14,1015,3,0.89,0,25,8
9,17,22,13,14,1015,3,2.68,0,26,6
9,17,23,12,14,1015,3,4.47,0,27,31
9,18,0,12,14,1015,3,7.6,0,28,26
9,18,1,12,14,1015,3,9.39,0,29,20
9,18,2,12,14,1014,1,0.89,0,30,19
9,18,3,12,14,1014,1,1.34,0,31,16
9,18,4,12,13,1014,2,1.79,0,32,17
9,18,5,12,13,1014,3,1.79,0,33,14
9,18,6,12,13,1014,3,3.58,0,34,12
9,18,7,12,13,1015,3,5.37,0,35,5
9,18,8,12,13,1015,3,8.5,0,36,20
